idx,var,xb,pdgx,gy,gloss_zh,gloss_en,dialect,form,family,subfamily,orth,transcription,ref,,
,40,1124,1193,1028,稀,not viscous,GP,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,MS,hi1,1,1,稀,hi⁵³,,,
,40,1124,1193,1028,稀,not viscous,CZ_p,lew1,3,1,lɛu⁵²,lɛu⁵²,,,
,40,1124,1193,1028,稀,not viscous,GG,hi1,1,1,稀,hɐi⁴⁴,,,
,40,1124,1193,1028,稀,not viscous,BL,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,BS,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,BB,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,LS,hi1,1,1,稀,hui⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,PB,hi1,1,1,稀,hui⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,QZ,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,BH,hi1,1,1,稀,hɐi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,NM,hi1,1,1,稀,hi⁵³,,,
,40,1124,1193,1028,稀,not viscous,NN,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,NN_p,hi1,1,1,稀,hui⁵³,,,
,40,1124,1193,1028,稀,not viscous,FS_p,hi1,1,1,稀,həi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,BS_p,hi1,1,1,稀,hui⁵³,,,
,40,1124,1193,1028,稀,not viscous,BY,hi1,1,1,稀,həi³⁵,,,
,40,1124,1193,1028,稀,not viscous,HX,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,XD,hi1,1,1,稀,hi⁴⁴,,,
,40,1124,1193,1028,稀,not viscous,ZQ,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,SH,wian(g)5,4,1,咏,wiɐŋ³³,,,
,40,1124,1193,1028,稀,not viscous,GN,wian(g)5,4,1,wuen³³,wuen³³,,,
,40,1124,1193,1028,稀,not viscous,DQ,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,HJ,wian(g)5,4,1,wuɛn⁴²,wuɛn⁴²,,,
,40,1124,1193,1028,稀,not viscous,FK,tshiang1,2,1,清,tsʰiŋ⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,YF,hi1 lew1 lew1,3,2,稀 liu⁵⁵ liu⁵⁵,hei⁵⁵ liu⁵⁵ liu⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,XX,hi1,1,1,稀,hi⁴⁵,,,
,40,1124,1193,1028,稀,not viscous,LD,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,YN,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,QY,hi1,1,1,稀,hi⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,FG,hi1,1,1,稀,hi³³,,,
,40,1124,1193,1028,稀,not viscous,YD,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,YS,wian(g)5,4,1,ueŋ²²,ueŋ²²,,,
,40,1124,1193,1028,稀,not viscous,BT,hi1,1,1,稀,hi⁵³,,,
,40,1124,1193,1028,稀,not viscous,LX,wian(g)5,4,1,wuaŋ³³,wuaŋ³³,,,
,40,1124,1193,1028,稀,not viscous,SG,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,QJ,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,RH,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,LC,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,XY,hi1,1,1,稀,hei⁵³,,,
,40,1124,1193,1028,稀,not viscous,LJ,hi1,1,1,稀,hei⁵⁵,,,
,40,1124,1193,1028,稀,not viscous,YJ,hi1,1,1,稀,hei³³,156,,
,40,1124,1193,1028,稀,not viscous,DC,hi1,1,1,稀,hi³³,365,,
,40,1124,1193,1028,稀,not viscous,DC,hi1 phiang1 phiang1,5,1,稀,hi³³ pʰiɛŋ⁵⁵ pʰiɛŋ⁵⁵,365,,
,40,1124,1193,1028,稀,not viscous,HZ,hi1,1,1,稀,hɛi⁵²,154,,
,40,1124,1193,1028,稀,not viscous,WC,hi1,1,1,稀,hɛi⁵⁵,154,,
,41,1078,1252,982,誰,who,GZ,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,HK,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,JT,a1 shuj2,4,1,阿誰,ᴀ²³ sɵy²¹,,,
,41,1078,1252,982,誰,who,MC,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,PY,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,HXHS,mat7 shuj2,2,1,么誰,mɐt³³ sui¹²,,,
,41,1078,1252,982,誰,who,CH,mat7 shuj2,2,1,乜誰,mɐt⁵⁵ sœy²²,,,
,41,1078,1252,982,誰,who,ZC,maj1 shuj2,2,2,味誰,mɐi⁵⁵ sœ¹¹,,,
,41,1078,1252,982,誰,who,FS,pian1 ko5,1,1,邊個,pɛn⁵⁵ kɔi³³,,,
,41,1078,1252,982,誰,who,NH,pian1 ko5,1,1,邊個,pɛŋ⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,SD,pian1 ko5,1,1,邊個,pɛn⁵⁵ kɔi³⁵,,,
,41,1078,1252,982,誰,who,SS,pian1 ko5,1,1,邊個,pin⁵⁵ kɔi³³,,,
,41,1078,1252,982,誰,who,GM,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,ZS,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,ZH,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,DMSH,pian1 ko5,1,1,邊個,pin⁴⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,DMSH,mat7 shuj2,2,1,乜誰,mɐt⁵⁵ sui³⁵,,,
,41,1078,1252,982,誰,who,DMZ,a1 shuj2,4,1,阿誰,a³³ sui²²,,,
,41,1078,1252,982,誰,who,JM,pian1 ko5,1,1,邊個,pin²³ kai⁴⁵,,,
,41,1078,1252,982,誰,who,XH,pian1 ko5,1,1,邊個,pin²³ kɔ²³,,,
,41,1078,1252,982,誰,who,XH,shuj2,4,2,誰,sui²²,,,
,41,1078,1252,982,誰,who,TS,a1 shuj2,4,1,阿誰,a³³ sui³⁵,,,
,41,1078,1252,982,誰,who,KP,mat7 a1 shuj2,2,3,乜阿誰,ᵐbut⁵⁵ a³³ sui³⁵,,,
,41,1078,1252,982,誰,who,KP,mat7 shuj2,2,1,乜誰,ᵐbut⁵⁵ sui³⁵,,,
,41,1078,1252,982,誰,who,EP,ko1 shuj2,5,2,哥誰,kᵘa⁵⁵ sui³⁵,,,
,41,1078,1252,982,誰,who,HS,m2 ko5,2,4,唔個,m̩²¹ kɔ³³,,,
,41,1078,1252,982,誰,who,DG,shy3 ko5,4,3,鼠個,sy³⁵ kɔ³²,,,
,41,1078,1252,982,誰,who,DG,mat7 shuj2,2,1,乜誰,mɐk⁴⁴ sui²¹,,,
,41,1078,1252,982,誰,who,BA,mat7 shuj2,2,1,乜誰,mɐʔ⁵⁵ sui²¹,,,
,41,1078,1252,982,誰,who,GP,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,MS,ci taw,6,1,tʃʰi⁴⁴ tau⁵³,tʃʰi⁴⁴ tau⁵³,,,
,41,1078,1252,982,誰,who,CZ_p,lo6 shuj2,3,4,lɔ²² ʃui³¹,lɔ²² ʃui³¹,,,
,41,1078,1252,982,誰,who,GG,mat7 nyin2,2,5,mat³³ 人,mat³³ ȵan²²,,,
,41,1078,1252,982,誰,who,BL,mat7 nyin2,2,5,mɐt⁵⁵ 人,mɐt⁵⁵ ȵɐn³²,,,
,41,1078,1252,982,誰,who,BS,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,BB,mat7 nyin2,2,5,man⁵² 人,man⁵² ȵan²³²,,,
,41,1078,1252,982,誰,who,LS,na3 ko5,3,1,哪個,na³³ kɔ²⁴,,,
,41,1078,1252,982,誰,who,PB,mat7 nyin2,2,5,mɐt⁵⁵ 人,mɐt⁵⁵ ȵɐn³⁵,,,
,41,1078,1252,982,誰,who,QZ,mat7 nyin2,2,5,mɐt⁵⁵ 人,mɐt⁵⁵ ȵɐn²¹,,,
,41,1078,1252,982,誰,who,BH,mat7 nyin2,2,5,mɐt⁴⁵ 人,mɐt⁴⁵ ȵɐn²¹,,,
,41,1078,1252,982,誰,who,NM,pian1 ko5,1,1,邊個,pin⁵³ kɔ³³,,,
,41,1078,1252,982,誰,who,NN,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,NN_p,nan5,3,2,nan⁵³,nan⁵³,,,
,41,1078,1252,982,誰,who,FS_p,na3 ko5 nyin2,3,3,哪個人,na³⁵ kɤ³⁵ iɐn³¹,,,
,41,1078,1252,982,誰,who,BS_p,nan5,3,2,nan⁵³,nan⁵³,,,
,41,1078,1252,982,誰,who,BY,shuj2 ko5,4,4,誰個,ʃui²¹³ kœ⁵⁵,,,
,41,1078,1252,982,誰,who,HX,na3 ko5,3,1,哪個,na³³ kɔ⁵²,,,
,41,1078,1252,982,誰,who,XD,shuj2,4,2,誰,ʃui²¹³,,,
,41,1078,1252,982,誰,who,ZQ,mat7 shuj2,2,1,乜誰,mɐt⁵⁵ soi²¹,,,
,41,1078,1252,982,誰,who,SH,pian1 ko5,1,1,邊個,pin⁴² kɔ³³,,,
,41,1078,1252,982,誰,who,GN,pian1 ko5,1,1,邊個,pin⁴² kɵ³³,,,
,41,1078,1252,982,誰,who,DQ,pian1 ko5,1,1,邊個,pin⁵⁵ ko⁵³,,,
,41,1078,1252,982,誰,who,HJ,jiw na,7,1,jiɐu⁴² na⁵³,jiɐu⁴² na⁵³,,,
,41,1078,1252,982,誰,who,FK,ku3 nyin2,5,1,ku³³ 人,ku³³ niɐn²¹,,,
,41,1078,1252,982,誰,who,YF,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,XX,pat7 ko5,2,6,不個,pɐt⁵⁵ kɔ⁴⁴,,,
,41,1078,1252,982,誰,who,LD,pian1 ko5,1,1,邊個,pin⁵⁵ ko³³,,,
,41,1078,1252,982,誰,who,YN,m2 ko5,2,4,ŋ̍⁵⁵ 個,ŋ̍⁵⁵ kɔ²⁴,,,
,41,1078,1252,982,誰,who,QY,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,FG,pian1 ko5,1,1,邊個,pin³³ kɔ³³,,,
,41,1078,1252,982,誰,who,YD,pian1 ko5,1,1,邊個,pin⁵⁵ kᵘɔ³³,,,
,41,1078,1252,982,誰,who,YS,lo la,3,6,lɔ³³ la⁵²,lɔ³³ la⁵²,,,
,41,1078,1252,982,誰,who,BT,nu4 tin1,3,7,nu¹³ tin⁵⁵,nu¹³ tin⁵⁵,,,
,41,1078,1252,982,誰,who,LX,law5 na3,3,5,lɐu³³ na⁵³,lɐu³³ na⁵³,,,
,41,1078,1252,982,誰,who,SG,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,QJ,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,RH,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,LC,pian1 ko5,1,1,邊個,pin⁵⁵ kɔ³³,,,
,41,1078,1252,982,誰,who,XY,mat7 nyin2,2,5,乜人,mɐt⁵⁵ ɲɐn¹³,,,
,41,1078,1252,982,誰,who,XY,mat7 shuj2,2,1,乜誰,mɐt⁵⁵ sui²⁴,,,
,41,1078,1252,982,誰,who,LJ,mat7 nyin2,2,5,乜人,mɐt⁵⁵ lɐn¹¹,,,
,41,1078,1252,982,誰,who,YJ,mat7 shuj2,2,1,物誰,mɐt⁴² ʃui⁵⁵,155,,
,41,1078,1252,982,誰,who,DC,a1 shuj2,4,1,阿誰,a³³ sui³⁵,381,,
,41,1078,1252,982,誰,who,HZ,mat7 shuj2,2,1,乜誰,mɐt⁵⁵ ʃui⁴⁴,159,,
,41,1078,1252,982,誰,who,WC,mat7 shuj2,2,1,乜誰,mat⁴⁴ ʃui⁴⁴,159,,
,42,1080,1254,984,我,1sg,GZ,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,HK,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,JT,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,MC,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,PY,ngoj4,2,1,我,ɔi¹³,,,
,42,1080,1254,984,我,1sg,HXHS,ngaj4,2,2,我,ŋai³³,,,
,42,1080,1254,984,我,1sg,CH,ngoj4,2,1,我,ŋɔi²³,,,
,42,1080,1254,984,我,1sg,ZC,ngoj4,2,1,我(𠊎),ŋɔi⁵¹,,,
,42,1080,1254,984,我,1sg,FS,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,NH,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,SD,ngoj4,2,1,我,ɔi¹³,,,
,42,1080,1254,984,我,1sg,SS,ngoj4,2,1,我,ŋɔi¹³,,,
,42,1080,1254,984,我,1sg,GM,ngo4,1,1,我,ŋo³³,,,
,42,1080,1254,984,我,1sg,ZS,ngo4,1,1,我,ŋɔ²¹³,,,
,42,1080,1254,984,我,1sg,ZH,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,DMSH,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,DMZ,ngo4,1,1,我,ᵑgᵘɔ³³,,,
,42,1080,1254,984,我,1sg,JM,ngaj4,2,2,𠊎,ŋai²³,,,
,42,1080,1254,984,我,1sg,XH,ngo4,1,1,我,ᵑgᵘɔ²³,,,
,42,1080,1254,984,我,1sg,TS,ngoj4,2,1,我,ᵑgᵘɔi³¹,,,
,42,1080,1254,984,我,1sg,KP,ngoj4,2,1,我,ᵑgɔi³³,,,
,42,1080,1254,984,我,1sg,EP,ngo4,1,1,我,ᵑgua³¹,,,
,42,1080,1254,984,我,1sg,HS,ngo4,1,1,我,ŋɔ³³,,,
,42,1080,1254,984,我,1sg,DG,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,BA,ngo4,1,1,我,wuɔ¹¹,,,
,42,1080,1254,984,我,1sg,GP,ngo4,1,1,我,ŋɔ²⁴,,,
,42,1080,1254,984,我,1sg,MS,ng4,3,3,我,ŋ̍³⁵,,,
,42,1080,1254,984,我,1sg,CZ_p,nga4,1,2,我,ŋa²¹,,,
,42,1080,1254,984,我,1sg,GG,nung4,3,1,nuŋ⁴⁴,nuŋ⁴⁴,,,
,42,1080,1254,984,我,1sg,BL,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,BS,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,BB,ngo4,1,1,我,ŋɔ²⁴,,,
,42,1080,1254,984,我,1sg,LS,ngo4,1,1,我,ŋɔ²²,,,
,42,1080,1254,984,我,1sg,PB,ngo4,1,1,我,ŋɔ²⁴,,,
,42,1080,1254,984,我,1sg,QZ,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,BH,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,NM,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,NN,ngo4,1,1,我,ŋɔ²³,,,
,42,1080,1254,984,我,1sg,NN_p,nga4,1,2,我,ŋa²³,,,
,42,1080,1254,984,我,1sg,FS_p,nga4,1,2,我,ŋa³¹,,,
,42,1080,1254,984,我,1sg,BS_p,nga4,1,2,我,ŋa²⁴,,,
,42,1080,1254,984,我,1sg,BY,ngo4,1,1,我,ŋœ²²,,,
,42,1080,1254,984,我,1sg,HX,ngo4,1,1,我,ŋɔ²⁴,,,
,42,1080,1254,984,我,1sg,XD,nung4,3,1,儂,nuŋ⁴⁴,,,
,42,1080,1254,984,我,1sg,ZQ,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,SH,ngo4,1,1,我,ŋɔ²⁴,,,
,42,1080,1254,984,我,1sg,GN,ngo4,1,1,我,ŋɵ²¹⁴,,,
,42,1080,1254,984,我,1sg,DQ,ngo4,1,1,我,ŋo¹³,,,
,42,1080,1254,984,我,1sg,HJ,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,FK,nung4,3,1,儂,noŋ⁵⁵,,,
,42,1080,1254,984,我,1sg,YF,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,YF,nan4,3,2,儂,nɐn⁵⁵,,,
,42,1080,1254,984,我,1sg,XX,ngo4,1,1,我,ŋɔ²²,,,
,42,1080,1254,984,我,1sg,LD,ngo4,1,1,我,ŋo¹³,,,
,42,1080,1254,984,我,1sg,YN,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,QY,ngo4,1,1,我,ŋɔ³³,,,
,42,1080,1254,984,我,1sg,FG,ngo4,1,1,我,ŋɔ³⁵,,,
,42,1080,1254,984,我,1sg,YD,ngo4,1,1,我,ŋᵘɔ²⁴,,,
,42,1080,1254,984,我,1sg,YS,ngo4,1,1,我,ŋɔ²⁴,,,
,42,1080,1254,984,我,1sg,BT,ngo4,1,1,我,ŋuɔ¹³,,,
,42,1080,1254,984,我,1sg,LX,ngo4,1,1,我,ŋɔ³⁵,,,
,42,1080,1254,984,我,1sg,SG,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,QJ,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,RH,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,LC,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,XY,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,LJ,ngo4,1,1,我,ŋɔ¹³,,,
,42,1080,1254,984,我,1sg,YJ,ngo4,1,1,我,ŋɔ²¹,155,,
,42,1080,1254,984,我,1sg,YJ,ngu4,1,3,我,ŋu²¹,155,,
,42,1080,1254,984,我,1sg,DC,ngoj4,2,1,我,ŋɔi³³,380,,
,42,1080,1254,984,我,1sg,HZ,ngo4,1,1,我,ŋɔ²¹⁴,158,,
,42,1080,1254,984,我,1sg,WC,ngo4,1,1,我,ŋɔ³³,158,,
,42,1080,1254,984,我,1sg,HZ,ngwang4 (1pl incl),3,4,卬,ŋwɐŋ⁴⁴,158,,
,42,1080,1254,984,我,1sg,WC,ngwang4 (1pl incl),3,4,卬,ŋwɐŋ⁴⁴,158,,
,43,1086,1265,990,我們,(1)pl,GZ,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,HK,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,JT,ti6,1,1,哋,tei³²,,,
,43,1086,1265,990,我們,(1)pl,MC,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,PY,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,HXHS,te6,1,2,啲,tɛ²¹,,,
,43,1086,1265,990,我們,(1)pl,CH,ti6,1,1,哋,ti⁵⁵,,,
,43,1086,1265,990,我們,(1)pl,ZC,paan1 nyin2,4,1,班人,paŋ⁵⁵ iɐŋ¹¹,,,
,43,1086,1265,990,我們,(1)pl,FS,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,NH,ti6,1,1,哋,tɐi²²,,,
,43,1086,1265,990,我們,(1)pl,SD,ti6,1,1,哋,tei²¹,,,
,43,1086,1265,990,我們,(1)pl,SS,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,GM,ti6,1,1,哋,tei²¹,,,
,43,1086,1265,990,我們,(1)pl,ZS,ti6,1,1,哋,ti³³,,,
,43,1086,1265,990,我們,(1)pl,ZH,ti6,1,1,哋,ti³³,,,
,43,1086,1265,990,我們,(1)pl,DMSH,ti6,1,1,哋,tei²¹,,,
,43,1086,1265,990,我們,(1)pl,DMZ,k9,2,1,k²¹,k²¹,,,
,43,1086,1265,990,我們,(1)pl,JM,k9,2,1,k²¹,k²¹,,,
,43,1086,1265,990,我們,(1)pl,XH,k9,2,1,k²¹,k²¹,,,
,43,1086,1265,990,我們,(1)pl,TS,9,2,2,²¹,²¹,,,
,43,1086,1265,990,我們,(1)pl,KP,9,2,2,²¹,²¹,,,
,43,1086,1265,990,我們,(1)pl,EP,haam5 tsaj2,3,1,喊齊,ham³³ tsʰai²²,,,
,43,1086,1265,990,我們,(1)pl,HS,9,2,2,²¹,²¹,,,
,43,1086,1265,990,我們,(1)pl,DG,ti6,1,1,哋,tɐi³²,,,
,43,1086,1265,990,我們,(1)pl,BA,ti6,1,1,哋,tei³²,,,
,43,1086,1265,990,我們,(1)pl,GP,ti6,1,1,ti²²,ti²²,,,
,43,1086,1265,990,我們,(1)pl,MS,ti6,1,1,tui²²,tui²²,,,
,43,1086,1265,990,我們,(1)pl,CZ_p,ti6,1,1,tɐi²²,tɐi²²,,,
,43,1086,1265,990,我們,(1)pl,GG,ti6,1,1,tɔi²¹,tɔi²¹,,,
,43,1086,1265,990,我們,(1)pl,BL,ti6,1,1,ti²¹,ti²¹,,,
,43,1086,1265,990,我們,(1)pl,BS,ti6,1,1,ti²²,ti²²,,,
,43,1086,1265,990,我們,(1)pl,BB,n nyin2,6,6,n 人,n ȵan²³²,,,
,43,1086,1265,990,我們,(1)pl,LS,ti6,1,1,tui³³,tui³³,,,
,43,1086,1265,990,我們,(1)pl,PB,ti6,1,1,tʰui²²,tʰui²²,,,
,43,1086,1265,990,我們,(1)pl,QZ,ti6,1,1,ti²²,ti²²,,,
,43,1086,1265,990,我們,(1)pl,BH,ti6,1,1,tei²²,tei²²,,,
,43,1086,1265,990,我們,(1)pl,NM,ti6,1,1,ti²²,ti²²,,,
,43,1086,1265,990,我們,(1)pl,NN,ti6,1,1,ti²²,ti²²,,,
,43,1086,1265,990,我們,(1)pl,NN_p,ti6,1,1,tui²²,tui²²,,,
,43,1086,1265,990,我們,(1)pl,FS_p,li4,6,1,ləi¹³,ləi¹³,,,
,43,1086,1265,990,我們,(1)pl,BS_p,ti6,1,1,tui²²,tui²²,,,
,43,1086,1265,990,我們,(1)pl,BY,ti6,1,1,tui⁵²,tui⁵²,,,
,43,1086,1265,990,我們,(1)pl,HX,ti6,1,1,tui²²,tui²²,,,
,43,1086,1265,990,我們,(1)pl,XD,(none),7,1,,,,,
,43,1086,1265,990,我們,(1)pl,ZQ,ti6,1,1,哋,tei²¹,,,
,43,1086,1265,990,我們,(1)pl,SH,ti6,1,1,哋,ti²¹,,,
,43,1086,1265,990,我們,(1)pl,SH,ne2,6,2,呢,ne²¹,,,
,43,1086,1265,990,我們,(1)pl,GN,ne2,6,2,呢,ne²¹⁴,,,
,43,1086,1265,990,我們,(1)pl,DQ,ti6,1,1,哋,ti,,,
,43,1086,1265,990,我們,(1)pl,HJ,ti6,1,1,哋,tɐi³²⁵,,,
,43,1086,1265,990,我們,(1)pl,HJ,toj6,1,3,代,tɔi³²⁵,,,
,43,1086,1265,990,我們,(1)pl,FK,nit8 nyin2,6,4,nit²² niɐn²¹,nit²² niɐn²¹,,,
,43,1086,1265,990,我們,(1)pl,YF,ti6,1,1,哋,tei²¹,,,
,43,1086,1265,990,我們,(1)pl,XX,n/li4,6,1,呢,nɐi⁴⁵,,,
,43,1086,1265,990,我們,(1)pl,LD,ti6,1,1,哋,tei,,,
,43,1086,1265,990,我們,(1)pl,YN,ti6,1,1,哋,ti⁵⁵,,,
,43,1086,1265,990,我們,(1)pl,QY,ti6,1,1,哋,tei³⁵,,,
,43,1086,1265,990,我們,(1)pl,FG,ti6,1,1,哋,ti³³,,,
,43,1086,1265,990,我們,(1)pl,YD,ti6,1,1,哋,tei³¹,,,
,43,1086,1265,990,我們,(1)pl,YS,toj6,1,3,箸,tɔy²²,,,
,43,1086,1265,990,我們,(1)pl,BT,lot7,6,7,笠,lɔt⁵⁵,,,
,43,1086,1265,990,我們,(1)pl,LX,luj6,6,5,類,lœy²²,,,
,43,1086,1265,990,我們,(1)pl,SG,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,QJ,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,RH,ti6,1,1,哋,tei²²,,,
,43,1086,1265,990,我們,(1)pl,LC,ti6,1,1,哋,tei³³,,,
,43,1086,1265,990,我們,(1)pl,XY,ti6,1,1,地,tei²¹,,,
,43,1086,1265,990,我們,(1)pl,LJ,ti6,1,1,哋,tei¹³,,,
,43,1086,1265,990,我們,(1)pl,YJ,k9,2,1,k²¹,k²¹,155,,
,43,1086,1265,990,我們,(1)pl,DC,9,2,2,²¹,²¹,380,,
,43,1086,1265,990,我們,(1)pl,HZ,ne2,6,2,呢,nɛ⁵²,158,,
,43,1086,1265,990,我們,(1)pl,WC,ne2,6,2,呢,nɛ⁵⁵,158,,
,44,1097,1274,1001,這個,this,GZ,ni1,1,1,呢,ni⁵⁵,,,
,44,1097,1274,1001,這個,this,HK,ni1,1,1,呢,ni⁵⁵,,,
,44,1097,1274,1001,這個,this,JT,ne1,1,1,呢,nɛ³⁵,,,
,44,1097,1274,1001,這個,this,MC,ni1,1,1,呢,lei⁵⁵,,,
,44,1097,1274,1001,這個,this,PY,ni1,1,1,呢,li⁵⁵,,,
,44,1097,1274,1001,這個,this,HXHS,ni1,1,1,呢,nei⁵⁵,,,
,44,1097,1274,1001,這個,this,CH,aj5,2,1,ɐi²³,ɐi²³,,,
,44,1097,1274,1001,這個,this,ZC,ni1,1,1,呢,nei⁵⁵,,,
,44,1097,1274,1001,這個,this,FS,ti1,3,1,啲,ti⁵⁵,,,
,44,1097,1274,1001,這個,this,NH,ni1,1,1,离,lɐi⁴⁴,,,
,44,1097,1274,1001,這個,this,SD,ni1,1,1,呢,lei⁴²,,,
,44,1097,1274,1001,這個,this,SS,ki1,4,5,哩,ki⁵⁵,,,
,44,1097,1274,1001,這個,this,GM,ni1,1,1,呢,lei³⁵,,,
,44,1097,1274,1001,這個,this,ZS,ku1,4,2,姑,ku⁵⁵,,,
,44,1097,1274,1001,這個,this,ZH,ni1,1,1,呢,ni⁵⁵,,,
,44,1097,1274,1001,這個,this,DMSH,ni1,1,1,呢,lei⁴⁵,,,
,44,1097,1274,1001,這個,this,DMZ,kho9,6,2,kʰᵘɔ²¹,kʰᵘɔ²¹,,,
,44,1097,1274,1001,這個,this,JM,khat9,6,3,kʰɐt²¹,kʰɐt²¹,,,
,44,1097,1274,1001,這個,this,XH,khoj9,6,4,kʰui²¹,kʰui²¹,,,
