(1)pl	(chicken)_gizzard	1sg	all	also	and	bat	be_afraid	beggar	bottle	breasts	bully	cheeky	chopsticks	cold_water	cricket	dirty	door_jam	dragonfly	eat_(breakfast)	egg	female_dog	flash_lightning	fly	frog	general_mw	go_out_of_business	growing_grain	horse_cntr	how_(to_do_)	hungry	instance_cntr	keep_a_fire_(for_warmth)	knife_mw	lay_(egg)	leftover_(rice)	loc.	look	male_dog	moon	nose	not_viscous	owe	pass.	play	pomelo	rainbow	relax_in_a_cool_place	salt	search_for	serve_up_rice	shoulder	shout	shrimp	sleep	son	soup_spoon	soybean	sparrow	spider	steamed_rice	stroll	sturdy	that	thief	this	throw	to_rain	toad	tomorrow	tongue	tree_cntr	umbrella	well-behaved	who	wing	yesterday
PY	ti6	cin4	ngoj4	ham9_pa9_lang9	tu1	tung2	fi1_shy3 / fuk7_shy3	kiang1	hat7_nyi2	tsyn1	nian1 / naaj4	ha1	jaj4 / paak7_iam5 / tiaw5_pi2	khwaaj5_tsi3	tung5_shuj3	tsyt7	laat8_thaat7 / u1_tsow1	muon2_ka/om4	tong2_mi1	shik2	chun1 / tan6	kaw3_na3	shiam3_tian6	wu1_jing1	tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7	tiam3	tu4_ngo6	wun2 / thong5	puoj6	ciong1	shaang1	laang4	haj3 / hiong3	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	fan4 / sin1	luk7_jiw9	hung2	taw4	jiam2	wun1	cong1	p(i)ok7_taw2	kiaw5 / aaj5	ha1	hun1	tsaj3	ci2_kaang1	paak8_taw6	ma2_tsiok8	ci1_cy1	fan6	tong6 / kwaang6	shit8_tsiang6	ko5 / n/lu1/4	tsaak8_tsaj3	ni1	tiang5 / phiak8	lok8_y4	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8
QJ	ti6	cin4	ngo4			tung2	fi1_shy3	kiang1	hat7_nyi2	tsyn1	nian1		tiaw5_pi2 / paak7_iam5	khwaaj5_tsi3	lang4_shuj3 / tung5_shuj3	tsik7_tsyt7	laat8_thaat7	muon2_cham2	long2_mi1	shik2	tan6	kaw3_na3	shiam3_tian6	wu1_jing1	kap7_na3 / tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7 / tiw2		tu4_ngo6	tshi5	puoj6	ciong1 / pa3	shaang1	cing6	haj3	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	wan4	luk7_jiw9	hung2	taw4	jiam2	wun1	cong1 / pat7	p(i)ok7_taw2	kiaw5 / aaj5	ha1	hun1	tsaj3	ci2_kaang1	tshiang1_taw6 / wong2_taw6	ma2_tsiok8 / wo2_tsiok8	ci1_cy1 / la2_kha2	fan6	tong6 / kwaang6	shit8_tsiang6	ko5	tsaak8_low3 / siaw3_thaw1	ni1	tiang5	lok8_shuj3 / lok8_y4	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8 / tsok8_nyit8
QY	ti6	kin4 / suj5	ngo4			tung2	fi1_shy3	kiang1	hat7_nyi2	tsyn1	nian1		tiaw5_pi2 / paak7_iam5	khwaaj5_tsi3	tung5_shuj3	tsi1_tsyt7	laat8_thaat7 / u1_tsow1	muon2_lam9	wong2_mei3_chi2	shik2	chun1	kaw3_na3	shiam3_tian6	wu1_jing1	kap7_na3	ko5	tsap7_lap7	wo2	phit7		tu4_ngo6	wun2 / tshi5	puoj6	ciong1	shaang1	laang4	haj3 / hiong3	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	sa3	jiw6_kwo3	hung2	long2_(fung1)	jiam2	wun1	cong1	p(i)ok7_taw2	kiaw5 / haam5	ha1_kung1	hun1	tsaj3	ci2_kaang1	wong2_taw6	wo2_tsiok8_tsaj3	kha2_low9	fan6	tong6	shit8_tsiang6	ko5	siaw3_thaw1	ni1	miak8 / tew3	lok8_shuj3	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8
QZ	ti6	cin4	ngo4	tsion2_pu5	jiw6	kaap7	fi1_shy3	pha5	hat7_nyi2	hu2	me1	ha1	tiaw5_pi2	khwaaj5_tsi3	in1_shuj3	thu3_kaw3	laat8_thaat7	muon2_ka/om4	tshing1_ting2	shik2	tan6	kaw3_na3	shiam3_tian6	mun1_jing1	tian2_kaj1	ciak7	lam5_tong5	wo2	phit7	tung2_ka5	ngo6	tshi5	hong5	pa3	shaang1	kiw6	tsoj4	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_kung1	hi1	caang1	ngaaj4	sa3	puk8_tsi3	thian1_kiong5	long2_(fung1)	jiam2	wun1	cong1	p(i)ok7_taw2	haam5	ha1	shuj6	tsaj3	thong3_kaang1	wong2_taw6	ma2_tsiok8	ci1_cy1	fan6	kwaang6	caap7_shit8	n/lu1/4	paak7_nem1	ko1	tsaj5	lok8_y4	kam2_shy2	ming2_nyit8	li6_tsin2	taw5	tse1	kwaaj1	mat7_nyin2	jik8	tsok8_nyit8
RH	ti6	kin4	ngo4			tung2	fi1_shy3	kiang1 / pha5	hat7_nyi2 / hat7_nyi2_low3	tsyn1	naaj4		tiaw5_pi2	khwaaj5_tsi3	lang4_shuj3	syt7_syt7	laat8_thaat7 / u1_tsow1	muon2_cham2 / muon2_ka/om4	lo2_mi1_tsaj3	shik2	chun1	kaw3_na3	shiam3_tian6	wu1_jing1	kap7_na3 / tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7		tu4_ki1	tshi5	puoj6	ciong1	shaang1	laang4	haj3 / hiong3	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	wan4	luk7_jiw9	thian1_kiong5	taw4	jiam2	wun1	cong1	kaan5_taw2_piok7	haam5	ha1_kung1	hun1	tsaj3	tiaw2_kaang1	wong2_taw6	wo2_tsiok8_tsaj3 / wo2_pit1_tsaj3	lo2_kho2	fan6	tong6	kiat7_shit8	ko5	tsaak8_low3	ni1	tiang5 / tew3	lok8_shuj3	kam2_shy2 / kam2_ma2	ming2_nyit8 / thing1_nyit8	li6 / shit8_taw2	taw5	tse1	kwaaj1	pian1_ko5	jik_paak8	kham2_nyit8
SD	ti6	cin4	ngoj4	tsion2_pu5	tu1	tung2	fuk7_shy3	fong1	hat7_nyi2	tsyn1	nyy4_fong2	ha1	paak7_iam5	khwaaj5_tsi3	tung5_shuj3	tsyt7	u1_tsow1	muon2_ka/om4	tong2_li1	shik2	chun1	kaw3_na3	shiam3_tian6	wu1_jing1	tian2_kaj1	koj5	tsap7_lap7	wo2	ciak7	tiam3 / tiam3_jong6	ngo6	tshi5	puoj6	ciong1	shaang1	laang4	haj3	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	fan4	luk7_jiw9	kung4_pung9	taw4	jiam2	wun1	cong1	p(i)ok7_taw2	aaw1	ha1	hun1	tsaj3	ci2_kaang1	paak8_taw6	wo2_fa1_tsiok8	kham2_low2	fan6	tong6	shit8_tsiang6	n/lu1/4	thaw1_tsaj3	ni1	wiang	lok8_y4	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8
SG	ti6	kin4	ngo4			tung2	fi1_shy3	kiang1 / tsat8	hat7_nyi2	tsyn1	naaj4		tiaw5_pi2 / paak7_iam5	khwaaj5_tsi3	tung5_shuj3	tsik7_tsyt7	laat8_thaat7 / u1_tsow1	muon2_chan2	tong2_li1	shik2	tan6	kaw3_na3	shiam3_tian6	wu1_jing1	tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7		tu4_ngo6	tshi5 / thong5	puoj6	ciong1	shaang1	laang4 / cing6	haj3 / hiong3	thaj3	kaw3_kung1 / kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	wan4	luk7_jiw9	hung2	taw4	jiam2	wun1	cong1	p(i)ok7_taw2	kiaw5 / aaj5	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	ma2_tsiok8	kha2_low9	fan6	tong6	shit8_tsiang6	ko5	tsaak8_low3	ni1	miak8 / phiak8 / tiang5	lok8_shuj3	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	tsam2_nyit8
SH	ti6 / ne2	cin4	ngo4			tung2	fi1_shy3	kiang1 / pha5	hat7_nyi2_low3	tsyn1	nian1		tiaw5_pi2	ty6	tung5_shuj3	tsyt7	laat8_thaat7 / u1_tsow1	ti6_kaaw1	lok8_ni4	iak7	chun1	kaw3_na3	shiam3_tian6	wu1_jing1	kap7 / kap7_na3	ko5	tsap7_lap7	wo2_tsaj3	phit7 / ciak7		tu4_ki1 / tu4_ngo6	tshi5	puoj6	ciong1	o1	laang4	haj3 / a1	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	wian(g)5	caang1	pi3	wan4_sa3	pat5_luk7	lung2	taw4	jiam2	wun1	cong1	p(i)ok7_taw2	kiaw5	ha1	hun1	tsaj3	ci2_kaang1	paak8_taw6	ma2_tsiok8 / ma_law2_ji2	kham2_low2 / ci1_cy1	fan6	haang2	shit8_tsiang6	ko5	tsaak8_tsaj3	ni1	phiak8 / kwiang	lok8_y4	kam2_ky2	taj6_nyit8 / taj6_ci1_nyit8	li6	pho1	tse1	tsing1	pian1_ko5	jik8	tsam2_man4_nyit8
SS	ti6	cin4	ngoj4	ham9_pa9_lang9	tu1 / jiak8	tung2	fi1_shy3	fong1	hat7_nyi2	tsyn1	nian1	ha1	paak7_iam5 / tiaw5_pi2	khwaaj5_tsi3	tung5_shuj3	tsyt7	u1_tsow1	ti6_fuk8	tong2_mi1	shik2	chun1	kaw3_na3	shiam3_liang6	wu1_jing1	kap7_na3	koj5	tsap7_lap7	wo2	ciak7	tiam3	tu4_ngo6	tshi5	puoj6	ciong1	o1	laang4	haj3	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	sa3 / wan4	luk7_jiw9	wok8_nyi3_lung2	taw4 / liong2_ha4	jiam2	wun1	cong1 / thiam1	p(i)ok7_taw2	aaw1	ha1_kung1	hun1	tsaj3	ci2_kaang1	paak8_taw6	wo2_tsiok8	kham2_low2 / ci1_cy1	fan6	kwaang6	shit8_tsiang6	ko5	shy3_mo1	ki1	tew3	lok8_y4	kam2_ky2	thing1_nyit8	li6	pho1	tse1	thiang1_wa6	pian1_ko5	jik8	kham2_nyit8
TS	9	kin4	ngoj4	ham9_pa9_lang9	jiak8	tung2	fi1_shy3	nat8	hat5_maj3_tsaj3	tsyn1	nian1	hi1_fu4 / ha1	khwaaj5_shiong3	khwaaj5_tsi3	tung5_shuj3	sik7_syt7	laat8_thaat7 / la6_tsa1	ti6_fuk8	wong2_mi9	hiak7	tan6	kaw3_na3	hian1_she2_siam3	wo2_jing1	tian2_kaj1 / kap7_kaaj1	koj5	shiw1_shuj3	wo2	koj5	ki3_how3	tu4_ki1	luon2 / wuoj6	tam2	ciong1	shaang1	tung5	tow5	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_ko1	hi1	caang1	i3	lew6	pu/o1_luk7	wok8_nyi3	shaw3	shiong6_mi6	wun1	jiaw3	kaan5_taw2	haam5	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	wo2_tsiok8	kha2_low9	fan6	tong6	kiat7_shit8	ning9 / khung9	tsaak8_tsaj3	khoj9	phiak8 / saw / tew_saw	lok8_shuj3	kam2_shy2	hian1_tsow3	li6	taw5	tse1	thiang1_kaaw5	a1_shuj2	jik8	tsam2_man9 / tsam2_nyit8_te
WC	ne2		ngo4 / ngwang4_(1pl_incl)	it1_wuoj6			fi1_shy3	kiang1	hat7_nyi2_low3	tsyn1	niang1		kaaw3	khwaaj5_cy6		thu3_kaw3		muon2_ti6_fuk8	tong2_mi1 / nong2_ni9	hak/t7	tan6	kaw3_niang2	fo3_she2	mun1_jing1	kap7	ciak7	tsap7_lap7	wo2		tiang3_tsi3	tu4_ki1	tshi5 / wuoj6	ciak7		shaang1	tam2_(post)	tsoj4	thaj3	kaw3_ku3	ngiot8_liong6	pi6	hi1		pi3	lam3	ka1_puk8	kiong5	long2		wun1 / lo6	jiaw3 / pat7		aaw1	ha1_kung1	mi1	tsaj3		paak8_taw6	kuk7_mi1 / wo2_mi1	kham2_low2 / tshian1_tshiw1_nyi2	fan6	tong6 / shaw3	mit8_shit8	na6	tsaak8	ko1	tew3 / tip8	lok8_shuj3	kam2_shy2	ming2_ciw1_nyit8	li6	taw5		thiang1_kong3	mat7_shuj2	jik8	tsuk8_nyit8
XD	(none)	cin4	nung4	ham9_pa9_lang9	ja4	tung2	fi1_shy3	pha5	hit7_hiak7_low3	bing2	nian1	hi1_pu4	tiaw5_pi2	khwaaj5_cy6	chiak7_shuj3	tsu_ka	laat8_thaat7	muon2_hom3	tshing1_ting2	kiak7	tan6	kaew_po2	lap8_ning2	mun1_jing1	kap7_me1	ko5	tow3_pi6	kuk7	taw2/6	tiam3_jong6	ki1	wuoj6	ciak7	ciong1	shaang1	cing6	tsoj4	thaj3	kaw3_ku3	ngiot8_kwong1	pi6	hi1	caang1	pi3	sak_kiak8	taj6_kom1	kiong5	cing2	jiam2	maaj	jiaw3	p(i)ok7_taw2	waaj1	ha1_kung1	hun1	tsaj3	thong3_kaang1	wong2_taw6	ma2_tsiok8	kham2_low2	pan6	jiw2	kiat7_shit8	puj1	paak7_nem1	kaj	ngwiang??	lok8_shuj3	ma2_kwaj1	thia(ng)1_nyit8	shit8_taw2	kho1	tse1	kwaaj1	shuj2	chi5	tsi6_nyit8
XH	k9	kin4	ngo4	ham9_pa9_lang9	jiak8	tung2	fi1_shy3	kiang1	hat7_nyi2	tsyn1	nian1	hi1_fu4	paak7_iam5	khwaaj5_tsi3	tung5_shuj3	sik7_syt7	la6_tsa1	muon2_ka/om4	nong2_ni9	hiak7	tan6	kaw3_na3	hian1_she2_siam3	wo2_jing1	tian2_kaj1 / kap7	ko5	shiw1_shuj3	wo2	ko5	ki3_khow9	tu4_ngo6	tshi5 / thong5	puoj6	ciong1	shaang1	laang4	haj3	thaj3	kaw3_ku3	ngiot8	pi6_ko1	hi1	caang1	pi3	lew6	pu/o1_luk7	wok8_nyi3	shaw3	shiong6_mi6	wun1	cong1 / jiaw3	kaan5_taw2	haam5	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	wo2_tsiok8	kham2_low2	fan6	lew6	shit8_tsiang6	ning9	siaw3_mo1	khoj9	phiak8 / saw	lok8_shuj3	kam2_shy2	hing1_nyit8	li6	taw5	tse1	kwaaj1	pian1_ko5 / shuj2	jik8	tsok8_nyit8
XX	n/li4	cin4	ngo4			low3	fi1_shy3	nat8	hat7_nyi2	tsyn1	ne9		paak7_iam5	khwaaj5_tsi3	chiak7_shuj3 / tung5_shuj3	thyt7_syt7	u1_tsow1	muon2_ti6_kaaw1	tong2_mi1	hak/t7	chun1	kaw3_na3	shiam3_tian6	mun1_tsaj3	kap7_na3	ko5	tsap7_lap7 / lam5_tong5	wo2	phit7		tu4_ki1	wun2	puoj6	ciong1	o1	laang4	tsoj4	thaj3	kaw3_ku3	ngiot8_liong6	pi6_ko1	hi1	caang1	pi3	cion3	jiw6	lung2	shaw3	jiam2	wun1	cong1	p(i)ok7_taw2	haam5	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	ma_mat7	kham2_low2	fan6	tong6	shit8_tsiang6	nat1	tsaak8_tsaj3	at7	tsy / tiang5	lok8_shuj3	kam2_shy2	loj2_nyit8	li6	pho1	tse1	kwaaj1	pat7_ko5	jik8	tsam2_nyit8
XY	ti6	cin4	ngo4				fi1_shy3	kwong2	hat7_nyi2	tsyn1	nian1		faan1_maan4	khwaaj5_cy6 / khwaaj5	lang4_shuj3	tsuk7_tsyt7	ngaj	muon2_hom3	lat8_li1	shik2	chun1	kaw3_na3	nyap8_liang6	mun1_jing1	kap7_na3	ciak7	tsap7_lap7	wo2	ciak7		tu4_ngo6	wun2 / thong5	hong5	ciong1	shaang1	laang4	tow5 / tsoj4	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_kung1	hi1	hiam5	pi3	lew6 / tong6	ku1_puk8	phiang_kiong5	taw4 / long2	jiam2	wun1	thiam1	kaan5_piok7	kiaw5 / haam5 / aaw1	ha1	shuj6	tsaj3	ci2_kaang1	wong2_taw6	ma2_tsiok8	kham2_low2	fan6	tong6	shit8 / kiat7	na6	tsaak8_low3	ki1_ko5	miak8 / tew3	lok8_shuj3	kam2_shy2	thing1_nyit8	li6	pho1	tse1	kwaaj1	mat7_nyin2 / mat7_shuj2	jik8	kham2_nyit8
YD	ti6	cin4	ngo4			tung2	fi1_shy3	kiang1	kiw1_kwa1_low3	tsyn1_tsaj3	nian1		tiaw5_pi2	khwaaj5_tsi3	chiak7_shuj3	tsyt7_tsaj3	laat8_thaat7 / u1_tsow1	fu1_khim1	jong2_mi4_chi2	shik2	tan6	kaw3_na3	shiam3_tian6	wu1_jing1	kap7_na3	ko5	tsap7_lap7	wo2_tsaj3	ciak7		tu4_ngo6	tshi5	ciak7	ciong1	shaang1	laang4	haj3	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_kung1	hi1	caang1	pi3	lew6	sa1_thian2_jiw6	thian1_kung4	taw4	shaang1_jiam2	wun1	cong1	kaan5_taw2	haam5	ha1_kung1	hun1	tsaj3	ci2_kaang1	wong2_taw6	wo2_fa1_tsiok8	la2_kha2	fan6	kwaang6	shit8_tsiang6	ko5	tsaak8_tsaj3	ni1	tew3	lok8_shuj3	kam2_ky2_po2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8 / tsam2_nyit8
YF	ti6	kin4	ngo4 / nan4			tung2	fi1_shy3	pha5 / kiang1	hat7_nyi2	tsyn1	nian1		tiaw5_pi2 / jaj4	khwaaj5_tsi3	tung5_shuj3	tsuk7_tsyt7	laat8_thaat7	muon2_kaaw1	tong2_mi1	shik2	chun1	kaw3_na3	siap3_liang6	wu1_jing1	kap7_na3	ko5	tsap7_lap7	kuk7_jung1	phit7		tu4_ngo6	tshi5 / wun2	ciak7	ciong1	shaang1	cing6	tsoj4 / haj3	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1_lew1_lew1	caang1	pi3	sa3	pan1_luk7	lung2	taw4	jiam2	wun1	thiam1	p(i)ok7_taw2	haam5	ha1_kung1	hun1	tsaj3	ci2_kaang1	wong2_taw6	ma2_tsiok8	kham2_low2	fan6	haang2	ngaang2_long2 / shit8_tsiang6 / kiat7_shit8	ko5	syt7_tsaj3	ni1	tew3	lok8_y4	kam2_ky2	tshing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8
YJ	k9		ngo4 / ngu4	ham9_pa9_lang9		low3 / tung2	fi1_shy3	nat8	hat7_nyi2	tsyn1	nian1		tiaw5_pi2	khwaaj5 / khwaaj5_cy6		tsuk7_tsyt7	shik8_nyin2 / u(o)1	muon2_ka/om4	phang_li1	hak/t7	tan6	kaw3_na3	siap3_liang6	mun1_tsi3	kap7 / kap7_na3 / tshing1_wa1 / tian2_kaj1	ko5	tow3_pi6 / shiw1_tong5 / tsap7_lap7	kuk7	phit7	ti1_jong6	tu4_ngo6	tshi5 / luon2 / thong5	hong5	ciong1 / pa3	shaang1	cing6 / kiw6	tsoj4	hon5	kaw3_kung1	ngiot8_kwong1 / ngiot8_liong6	pi6	hi1	caang1	pi3	nek8	puk8_tsi3 / sa1_thian2_puk8 / hung2_puk8	wok8_nyi3_lung2 / tshoi3_hung2 / kuk7_phung1	taw4	jiam2	wun1	jiaw3	p(i)ok7_taw2 / ko5_pok7	haam5	ha1 / ha1_kung1	hun1	tsaj3		wong2_taw6	ma2_tsiok8	kham2_low2	fan6	lew6		na6	tsaak8_tsaj3 / tsaak8_low3	ku1	phiak8 / kwiang	lok8_shuj3	kam2_shy2	loj2_nyit8 / loj2_tsow3_nyit8	li6	taw5	tse1	kwaaj1	mat7_shuj2	jik8	tsung2_nyit8
YN	ti6	cin4 / kin4	ngo4			na1	phi1_shy3	kiang1	hat7_nyi2	tsyn1	naaj4_pong2		tiaw5_pi2	khwaaj5_tsi3	tung5_shuj3	tsuk7_tsyt7	laat8_thaat7	muon2_ka/om4	wong2_phe4	hak/t7	chun1	kaw3_na3	siap3_liang6	wu1_jing1	tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7		tu4_ngo6	tshi5	tam2	ciong1	shaang1	laang4	tsoj4	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	hi1	hiam5	pi3	tong6	kwo/u3_jiw6	lung2	taw4	jiam2	wun1	jiaw3	p(i)ok7_taw2	aaw1	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	ma2_tsiok8	caaw1_cy1	fan6	tong6	kiat7_shit8	a5	siaw3_thaw1	ko1	phiak8	lok8_y4	kam2_ky2	mat8_ciw1_nyit8	li6_taw2	pho1	tse1	kwaaj1	m2_ko5	jik8	kham2_nyit8
YS	toj6	kin4	ngo4			kiam1 / kan1	fi1_shy3	kiang1	hit7_hiak7_low3	tsyn1	nian1		tiaw5_pi2	ty6	chiak7_shuj3 / tung5_shuj3	tsyt7	laat8_thaat7 / u1_tsow1	muon2_kaaw1 / ti6_kaaw1	chi3_li1	hiak7	chun1	kaw3_na3	luoj2_kung1_fo9	wu1_jing1	kap7_na3	na6	tsap7_lap7 / kwaan1_muon2	wo2	la1		tu4_ki1	tshi5 / tiaw6 / kiong2	ciak7	ciong1	shaang1	cing6	aaj4	mong6 / thaj3	kaw3_ku3	ngiot8_kwong1	pi6_kung1	wian(g)5	caang1	pi3	sa3	pat5_luk7 / jiw6	hung2	taw4	jiam2	wun1	cong1	p(i)ok7_taw2	haam5	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	ma2_tsiok8_tsaj3	kham2_low2	fan6	tong6 / kwaang6	kiat7_shit8	ko5	pa2_shiw3 / siaw3_thaw1	ni1	tew3	lok8_y4	kam2_shy2	taj6_nyit8	li6	taw5	tse1	kwaaj1	lo_la	chi5	tso2_nyit8
ZC	paan1_nyin2	cin4	ngoj4	ham9_pa9_lang9	jiw6	tung2 / kung6	fi1_shy3 / fuk7_shy3	how3_pha5	hat7_shik8_low3	tsyn1	nian1	ha1	paak7_iam5	khwaaj5_tsi3	lang4_shuj3	tsi1_tsa1	laat8_thaat7 / u1_tsow1	ti6_fuk8	long2_ni1	shik2	chun1	kaw3_na3	thian1_she2_siam3	wu1_jing1	tian2_kaj1	koj5	tsap7_lap7	wo2	tiw2 / tiw2_phit7	tiam3_jong6	tu4_ngo6	thong5	puoj6	ciong1	shaang1	laang4	tsoj4	thaj3	kaw3_ku3	ngiot8_kwong1	pi6_ko1	tshiang1	caang1	pi3	lew6	luk7	lung2_kung4	taw4	jiam2	wun1	jiaw3	kaan5_taw2	aaw1	ha1_kung1	hun1 / shuj6	tsaj3	tiaw2_kaang1	paak8_taw6	ma_lat7	kham2_low2	fan6	tok8	shit8_tsiang6	koj5	thaw1_kaj1_low3 / tsaak8_low3	ni1	tew3	lok8_y4	kam2_shy2	thing1_nyit8	li6	pho1	tse1	kwaaj1 / thiang1_wa6	maj1_shuj2	jik8	tsok8_nyit8
ZH	ti6	cin4	ngo4	tsion2_pu5	tu1	tung2	fi1_shy3	kiang1	hat7_nyi2	tsyn1	nian1 / ne1_tsaj3	ha1	khwaaj5_	khwaaj5_tsi3	tung5_shuj3	tsuk7_kaj1	laat8_thaat7	muon2_chan2	cung2_mi3	iak7	chun1	kaw3_na3	shiam3_tian6	wu1_jing1	tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7	tiam3_jong6	ngo6	tshi5	puoj6	ciong1	shaang1	laang4	tsoj4	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	fan4	pu/o1_luk7	po_hung2	taw4	jiam2	wun1	cong1	kaan5_taw2	kiaw5	ha1	hun1	tsaj3	ci2_kaang1	paak8_taw6	ma2_tsiok8	kham2_low2	fan6	haang2_kaaj1	shit8_tsiang6	ko5	thaw1_tsaj3	ni1	tam4	lok8_y4	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	kham2_nyit8
ZQ	ti6	cin4	ngo4			tung2	fi1_shy3 / fuk7_shy3	pha5	hat7_nyi2	tsyn1	naaj4		tiaw5_pi2 / paak7_iam5	khwaaj5_tsi3	tung5_shuj3	tsuk7_tsyt7	laat8_thaat7	muon2_ka/om4	tong2_mi1	iak7	tan6	kaw3_na3	shiam3_liang6	wu1_jing1	kap7 / kap7_na3	ko5	tsap7_lap7	wo2	phit7		tu4_ki1	thong5 / tshi5	puoj6	ciong1	ha4	laang4	tsoj4	thaj3	kaw3_kung1	ngiot8_kwong1	pi6_ko1	hi1	caang1 / tho1	pi3	sa3	pu/o1_luk7	lung2	taw4	jiam2	wun1	thiam1	p(i)ok7_taw2	kiaw5	ha1	hun1	tsaj3	ci2_kaang1	wong2_taw6	ma_lat7	ci1_cy1 / kham2_low2	fan6	haang2	ngaang2_long2	no5	tsaak8_tsaj3	ko1	tiang5 / tsaj5	lok8_y4	kam2_ky2	thing1_nyit8	li6	pho1	tse1	kwaaj1	mat7_shuj2	jik8	tsu_mit8
ZS	ti6	cin4	ngo4	tsion2_pu5	tu1	tung2	fi1_shy3	kiang1	hat7_nyi2	tsyn1	nian1	ha1	tiaw5_pi2 / khwaaj5_	khwaaj5_tsi3	tung5_shuj3	tsik7_tsyt7	laat8_thaat7	muon2_chan2	tong2_mi1	iak7	chun1	kaw3_na3	shiam3_tian6	wu1_jing1	tian2_kaj1	ko5	tsap7_lap7	wo2	ciak7	tiam3_tsi3	ngo6	tshi5	puoj6	ciong1	shaang1	laang4	tsoj4	hon5	kaw3_kung1	ngiot8_kwong1	pi6_ko1	hi1	caang1	pi3	sa3	pu/o1_luk7	hung2_kung4	taw4	jiam2	wun1	cong1	kaan5_taw2	kiaw5	ha1_kung1	mi1	tsaj3	ci2_kaang1	paak8_taw6	wo2_a1_tsiok8	kham2_low2	fan6	tong6	shit8_it7	n/lu1/4	thaw1_tsaj3	ku1	tam4	lok8_y4	kam2_shy2	thing1_nyit8	li6	pho1	tse1	kwaaj1	pian1_ko5	jik8	tsok8_nyit8
